Name,Created,Files & media,Podcast,Tags
Faixa 1: Swim de Madonna,"June 7, 2025 12:02 AM","Firefly_a_turntable_and_a_vinyl_record_shelf_in_a_luxurious_all-pink_room_with_two_wine_glas_779132.jpg, Faixa_1_-_Swim_de_Madonna.mp3",Faixa a Faixa (https://www.notion.so/Faixa-a-Faixa-20b75137b80a8186939af4bab0fc384d?pvs=21),"Anos 90, Música Alternativa, Música Eletrônica, Música Pop"
